location_tag,raw_material
curruhuinca,wool
oro_win,lumber
yeongju,legumes
birndal,stone
longyan,stone
tongjiang,legumes
boai,legumes
zamyany,wool
sugaur,wheat
sabangau,lumber
guchung,livestock
bailongdui,wild_game
kasevo,lumber
mbegela,sand
bardera,millet
moana_kassongo,fruit
sozak,horses
ganserndorf,wheat
mabu,lumber
chorten_nyima,livestock
manikandapuram,pepper
west_makhuwa,millet
banda_ahenkro,millet
kaypikupau,wild_game
eseejja,medicaments
jacu,legumes
haeju,fish
karas,gems
grand_manan,fish
tak,rice
tuolba,fish
mysore,silk
melnik,silver
florina,millet
mastung,legumes
shelek,legumes
zimnyatsky,livestock
ngamring,wool
qingchuan,wild_game
chaiya,lumber
echi,rice
kasenga,lumber
mullheim,wine
axocopan,legumes
kargat,fur
olohose,lumber
waricoto,copper
mahgas,legumes
miranha,lumber
yanahuara,gems
csanad,medicaments
perquilauquen,lumber
tzunun_kaab,gems
koscierzyna,legumes
jinxi,silver
gorrones,copper
kundal,fiber_crops
butyrskoe,fur
murau,wheat
mittersill,gems
ginzo_de_limia,wheat
tembue,ivory
patawomeck,stone
guaycura,fish
thanesar,medicaments
sanshui,fish
hermagor,lumber
izhma,lumber
tathlith,goods_gold
askot,wild_game
lhaq_temish,fish
tupialuviniq,fur
allegre,wool
itapetininga,lumber
fuzhou_guangnan,lumber
changshu,cotton
murghab,tin
lau,lumber
bian_marind,lumber
hormuz,pearls
texiguat,silver
ndyuka,fruit
kokshetau,livestock
kaka,iron
moxos,fruit
choele_choel,livestock
makabana,livestock
al_bab,wheat
puatane,fur
kits_ixta,wild_game
avis,wheat
palas_pasemah,fish
cuilo,lumber
vaucouleurs,wild_game
uluborlu,clay
mbanza_mbata,wheat
bertoua,lumber
yuza,fish
matengo,iron
chacayacu,potato
bergen_zoom,fish
arroyo,livestock
haderslev,horses
qusayr,legumes
khampa,fur
kal_gatana,wild_game
petrovsk_rostov,clay
lanark,horses
canastra,wild_game
qinghe,wheat
laoling,fruit
zuba,livestock
cabimas,maize
mogas,salt
dunluce,livestock
arques,iron
siyom,wild_game
henley,wool
farsala,fruit
hikami,legumes
dimapur,lumber
tesenei,millet
tatahuitalpan,fruit
lidkoping,clay
mykytyn_rih,fiber_crops
lakhiyarvira,millet
liujiang,wheat
guchuntikka,wild_game
charroux,millet
hukou,fish
doyahinee,lumber
buitrago_de_lozoya,stone
battambang,fish
anaklia,fiber_crops
trim,wheat
hancheng,iron
shinas,fruit
melnikovo,lumber
kazachye,wild_game
oma,fur
cheticamp,lumber
caba_wakpa,goods_gold
mevouillon,olives
tsybuliv,horses
herjolfsnes,fish
tsherlung,goods_gold
lipova,fruit
lovech,fur
dulab,lumber
lujiang_luzhou,alum
nurpur,rice
chinchon,wheat
donzy,medicaments
chichawatni,wild_game
west_hehe,beeswax
mizda,horses
waco,cotton
tenawa,wild_game
suan,copper
arghestan,cotton
tabajara,beeswax
pikumche,fiber_crops
urmi,wild_game
pahdteeahnooch,silver
zhenan,goods_gold
riom,beeswax
lillehammer,millet
al_mamtir,fiber_crops
guaquire,cotton
agde,wine
chumphon,lumber
sojas,wheat
piedimonte,alum
mimbara,fiber_crops
ondonga,wheat
asmara,copper
caguan,medicaments
villablino,coal
agob,fish
saadatshahr,wheat
gotheye,rice
kanevskaya,fiber_crops
tlacolula,lumber
qingyang_luan,wheat
perlis,lumber
cochoqua,fruit
gaspe,fish
badabedi,wheat
chignik,fish
kishima,rice
manas,clay
gelanggi,beeswax
kalskaq,wild_game
kotalipara,dyes
yoniveem,fish
mezen,fur
mfumu_bekussu,wild_game
kunduz,iron
ercis,livestock
longvek,legumes
mokrous,horses
morpeth,wool
tarvagatai,fish
lensk,wild_game
serta,livestock
volodymyr,wheat
timisoara,livestock
syanno,lumber
bechyne,livestock
liljendal,lumber
srb,lumber
sunggari,fur
pakuali,fish
angra,fish
yishui,wheat
hondosaka,goods_gold
chiametlan,chili
kangi_asinaq,ivory
grant,wild_game
tollin,fur
gaaigosode,legumes
pragelato,lumber
az_zubayir,fruit
lueyang,iron
salin,rice
sotachiro,goods_gold
nagapattinam,pearls
shiraoi,livestock
ebeex,fur
buri,salt
atepec,wild_game
tera,livestock
peledui,wild_game
yazne,goods_gold
mahi_kulan,livestock
kaukura_atoll,lumber
pannai,medicaments
sombai,lumber
chinipi,fiber_crops
scahentowanen,coal
sanguesa,copper
ilesa,dyes
ghatsila,saltpeter
wetzlar,iron
kapyl,fur
jerichow,lumber
nannup,legumes
mbeiwum,wild_game
wanbiri,wild_game
toara,goods_gold
truku,gems
eretreia,salt
manujan,fruit
sangacho,wild_game
arcos_de_la_frontera,wine
barda,wheat
bortala,wool
deodar,millet
sayniabuli,livestock
haniguayagua,fruit
ajuchitlan,stone
yashkul,horses
bembe_buyu,wild_game
maloshuyka,fur
taluhe,wool
etharita,legumes
boyabat,lumber
mbam,livestock
dogo,cotton
pilon,fiber_crops
mazatlpilli,sand
hildesheim,legumes
patna_us,clay
vertyazin,livestock
ktsyn,medicaments
boshruyeh,livestock
maskanah,sugar
amud,horses
monongahela,coal
kunisaki,legumes
ashaval,silk
belau,lumber
yama,lumber
pingyuan_jinan,legumes
nasoni,beeswax
dobkuri,lumber
zhatai,wild_game
kizhi,fish
sukhnah,fruit
mymensingh,cotton
guarasugwe,legumes
katahdin,lumber
charrua,sand
hombori,livestock
rochechouart,clay
shilik,wheat
wengyuan,tea
lackawaxen,lumber
mikshino,legumes
olite,wool
khimzha,wild_game
najran,silk
dharangaon,millet
ioannina,gems
uryupin,livestock
maingkwan,amber
isiro,medicaments
mataram,rice
kletskaya,livestock
tsoka_ne_nde,wild_game
angoche,fish
tartu,millet
posad,wool
husinec,lumber
taliwang,fish
yangzi,clay
dehloran,wool
kamiiso,fish
anzourou,livestock
ixtlahuaca,lumber
tutotepec,lumber
pryazha,lumber
qiuxian,legumes
dundaga,amber
lhasa,wheat
pitesti,millet
kawachisakau,fur
geregia,millet
eglat_faisal,fish
missinaibi,fur
itzalku,cotton
talanga,mercury
shaazan_tolgoi,livestock
manchac,livestock
saraveka,lumber
malak_malak,lumber
chlaande,wild_game
white_horse,goods_gold
kunjabangarh,ivory
tetioneshohon,tobacco
chernyany,fiber_crops
itanhomi,lumber
taurage,medicaments
hadiach,millet
carrickmacross,medicaments
madaba,millet
fuan,tea
qixian_taiyuan,clay
teqali,iron
gurgueia,legumes
krenye,legumes
ishma,cotton
gidi_tika,wild_game
katiba,lumber
nanzewaspe,coal
ain_sefra,millet
chakanbakan,maize
ameca,maize
miki,rice
jansath,wheat
arnedo,livestock
debar,wild_game
chelm,livestock
husavik,stone
nagyecsed,wool
aschach,wool
bolshoye_murashkino,lumber
barchuk,horses
jijial,millet
gubakha,copper
stipon,lumber
altintas,wild_game
elsfleth,fish
esteriktyaax,wild_game
muan,legumes
mangona,wool
ranea,fish
pirmasens,horses
novhorod_siverskyi,lumber
muksu,wild_game
sintang,legumes
shinan,wild_game
troms,fish
havelberg,livestock
east_sundarban,lumber
el_bayadh,fruit
zolotari,horses
xiaodong,livestock
kavitaha,fruit
vardo,fish
meymand,fiber_crops
kiyeng_yuryakh,wild_game
kurunegala,gems
konyovo,fur
sultanonu,wheat
abadeh_tashk,livestock
deychopan,goods_gold
honnavara,pepper
mekele,stone
buchach,lumber
dzerzhinskoye,fur
cherchell,sugar
corbeil,silk
susa,marble
macina,rice
zhengjiatun,rice
caratunk,lumber
kolokani,wheat
iisaxpuatahcheeaashe,wild_game
wetaskiwin,wild_game
manialtepec,fish
tlacotlalpan,fish
bergen,fish
lewes,iron
french_ales,silk
doncaster,iron
huozhu,horses
paisley,wool
muang_thaeng,rice
fiorenzuola,wine
parpagoha,marble
barza,fiber_crops
andranomavo,livestock
corycus,wheat
guntur,elephants
attaqua,livestock
ouagadougou,horses
chambery,wine
pancevo,livestock
poganovka,horses
haining,salt
baoan_baoan,millet
nioman,wild_game
yangshuo,fruit
bol_shoy_uran,livestock
chay,lumber
kokokachi,fur
susaco,fish
lycoming,wild_game
guayaquil,clay
kichkas,clay
caraveli,maize
savojbolagh,fruit
linkava,lumber
ullapool,fish
kandakura,fish
sts_ailes,lumber
kinbasket,lumber
qillu_uta,salt
pykopcateje,beeswax
moqoit,legumes
khilgoson,lumber
koppal,millet
pitlaxa,lumber
mumbos,lumber
anxi,tea
dhlo_dhlo,stone
znobov,sand
waha_tunga,wild_game
decin,millet
valderrobres,horses
saldus,wild_game
jungaa,lumber
canoochee,medicaments
oevemanaho,wild_game
tongatapu,lumber
nakipa,clay
betsiamites,wild_game
antalo,legumes
oppunda,lumber
rampur_boalla,clay
patna,legumes
mahdia,olives
medinaceli,wild_game
ypres,clay
piazza,saltpeter
chamdo,salt
kapilkot,millet
lokan,lumber
copa,horses
tereshka,livestock
ogbomosho,lumber
nansheng,tea
kolno,iron
hami,fruit
zitong,livestock
al_mashqar,wheat
lutang,clay
banihal,wild_game
msus,livestock
kalatay,lead
arkhan,livestock
altan_gadas,fiber_crops
sanzana,fruit
zafra,wheat
jihlava,silver
sarbaz,stone
bafan,rice
ponkhockie,maize
melahuacan,lumber
bunol,alum
bzhedygu_kal,legumes
yala,beeswax
potyguara,lumber
morrinhos,fiber_crops
woking,horses
fianarantsoa,rice
berdsk,lumber
tucanca,cotton
melsungen,fruit
elhovo,horses
mauriac,fruit
xuwen,fish
nguyi,fish
hemang,livestock
miramichi,fish
adshusheer,wild_game
asheyi,fur
zheshart,fur
dingliao,lumber
loyalhanna,fur
as_suwayriqiyah,legumes
mushikitee,wild_game
ferrara,wheat
tyokhtyur,wild_game
kutubi,livestock
chongan,tea
yundin,livestock
cuvenai,lumber
tu_e_dine_de,sand
huseyinabad,clay
al_fuqarah,fruit
vanua_balavu_atoll,lumber
dzierzgon,fiber_crops
noongar,fish
tadoussac,fish
lages,fruit
ulm,fiber_crops
pestravka,livestock
shatur,sand
anqiu,pepper
kagoshima,salt
salehabad,beeswax
pyinmana,lumber
turama,wild_game
jannah,fish
lagoa_vermelha,maize
porto,fish
karymkary,fur
buthelezi,fish
rosenheim,fur
linz,fiber_crops
kechemeche,fish
wembo,ivory
stonehaven,millet
labolo,fish
tokachi,fur
breteuil,legumes
chamuhongo,wild_game
culiacan,legumes
utkhupampa,fruit
monbetsu,fur
borongan,lumber
wyaconda,fiber_crops
galaagu,goods_gold
guanima,fish
harrand,wild_game
akokpaq,fur
yakawlang,copper
angoya,lumber
caka,salt
calpista,cotton
soyo,fruit
romorantin,wine
nsolu,sand
badamgarh,iron
burg,clay
cercy,coal
east_sabaneque,tobacco
bermuda,fish
changning,lead
sisteron,wool
north_meetto,millet
atinggola,lumber
aulatsivik,fish
ho_bay,fiber_crops
maiawali,fiber_crops
sarata,livestock
tuyuk,clay
cognac,wine
jilkaat,copper
tjungundji,legumes
vohimasina,rice
utajarvi,lumber
kapisillit,fish
wenshan,lumber
khandwa,sugar
moma_moamba,lumber
basra_al_hamra,olives
turna,copper
szeged,wool
shukden,lumber
matahun,lumber
yendi,millet
goumbou,livestock
caniqaq,fur
grenoble,tin
luninets,fiber_crops
treuenbrietzen,legumes
chuqiu,legumes
s_awdaan,lumber
shaftesbury,wool
nara,rice
grimma,wheat
shaoxing,wine
almanzora,marble
icheon,clay
bambara_maounde,ivory
barkinji,livestock
nunggubuyu,legumes
clifden,horses
hafar_al_batin,livestock
lalan,sugar
toumodi,livestock
amravati,livestock
bolshaya_yakshanga,lumber
tommot,goods_gold
zohan,wool
kunozh,lumber
riva,wool
minamikamikawa,stone
dongan,lumber
kielce,copper
kumage,fish
kyparissia,lumber
luoxiu,lumber
jelgava,millet
kholm_zhirkovsky,wheat
vetluga,lumber
ilan_hala,livestock
guizhou_guizhou,dyes
anhua,tea
dungun,lumber
bwambe,fish
cahokia,maize
eiowane,lumber
ancud,legumes
chignecto,lumber
mulanay,fish
koba,fish
olawa,wheat
nidaros,fish
khorbusuonka,fur
kayen,marble
scharding,wool
waldburg,legumes
gunt,fur
harat,legumes
ishigaki,fish
guwevkabaya,maize
wiznay,lumber
padas,fruit
paici,stone
dera_ismail_khan,livestock
rasini,lumber
sanandaj,legumes
perigueux,stone
taka,cotton
hoyu_ao_he,clay
djiralay,fruit
maymaga,fur
kaapiuara,wild_game
liroema,wild_game
chinchaga,fur
khust,fur
marawah,fish
amadiya,wool
fuyang_hangzhou,wheat
tsou,wild_game
nandurbar,silk
groningen,clay
namunka,fur
renshou,legumes
gayny,lumber
bellari,iron
talaky,fish
okaisipi,fur
catahoula,clay
augsburg,fiber_crops
abiward,legumes
fin,cotton
junk_river,rice
inishowen,fish
bastam,livestock
itarap,wild_game
sapponah,cotton
kharom_vosh,fur
rupharupha,medicaments
tsukuba,rice
yopurga,wool
habban,livestock
flesberg,lumber
furstenfeld,millet
didthul,lumber
uolya_trail,wild_game
frutigen,wool
karlstadt,fruit
pathein,sand
malacca,cloves
cocalico,tobacco
nyuele,wild_game
ploesti,salt
nonantola,wheat
bargarh,gems
balangir,fiber_crops
harricana,wild_game
ankazobe,wild_game
guaynabo,fish
liwa_lampung,iron
kiso,lumber
gorodok,wheat
xianzhu,beeswax
sultanpur,wild_game
da_giang,tea
dax,beeswax
almudevar,wheat
starodub_siverskyi,millet
tlatlasikwala,fish
boynak,wool
iznik,clay
atahachi,fruit
xilotepec,copper
chiru,fish
muang_yuam,medicaments
tafedna,millet
jardwajali,fiber_crops
bacalhieu,lumber
abaiang_atoll,salt
yevoyakha,wild_game
gode,millet
lingqiu,tin
tulguur,wild_game
kassinga,livestock
yongshun_yongshun,lumber
unggarangi,lumber
balat,salt
maatawamkeag,lumber
glauchau,millet
ran,horses
kasekete,lumber
qingaaluk,fur
whanganui,lumber
ka_u,fish
keperveem,fur
varnum,lumber
ikere,millet
roucy,wheat
nikkaluokta,fur
pandua,rice
muong,lumber
yukta,lumber
gacgatagyn,ivory
pankararu,wild_game
la_mamora,salt
quilongues,wild_game
palembang,livestock
xukuru,wild_game
umba,fur
orotko,salt
sulkhari,lumber
yerema,fur
aparri,fish
namieta,lumber
kahone,millet
ijebu_ode,cotton
qospemk,fish
foix,iron
chimay,iron
koloshma,livestock
bunuba,gems
shizhou,lumber
parkhali,livestock
kariyarra,fish
soghan,wool
dongnae,fish
gagraun,dyes
dukhovshchina,wool
butha_buthe,copper
aberfeldy,livestock
lingfang,livestock
loei,elephants
pennagaram,wild_game
bykhaw,fur
paga,wild_game
kinaksisahtai,wild_game
godthab,stone
yangbei,legumes
chandpur_garhi,iron
mosiko,wild_game
wenxiang,fish
orhei,wine
al_mahjal,horses
river_nomlaki,fruit
contornasa,copper
berdychiv,legumes
incheh_borun,wheat
loa,copper
guarayo,fiber_crops
makunchawu,wild_game
xucheng,livestock
kirkjubaejar,fish
gampola,pepper
radogosch,livestock
sarvestan,wool
chuluutyn,horses
paltamo,wild_game
gaoyang,lumber
durgyeling,lumber
mornei,livestock
nevesinje,wool
pere,lumber
osanamon,legumes
ptuj,fruit
ust_chulasa,lumber
ngabo,lumber
puigcerda,stone
iaguarauna,salt
pakamik,wild_game
bor_volgo,fur
al_jubayl,fish
suzdal,beeswax
nagara_borneo,lumber
ngoussa,cotton
slano,lumber
qimen,tea
shebeon,wild_game
koman,lumber
chelmno,fiber_crops
bazhai_duyun,fur
stodolichi,amber
burkhaia,wild_game
preah_vihear,lumber
gaoyang_baoding,livestock
youdian,tea
karo,beeswax
teramo,olives
tengxian,fiber_crops
nanchong,silk
muang_sua,tea
chipoudy,fish
madaran,silk
moss,wild_game
sebuku,sand
mashima,lumber
sutiapan,cotton
iranmranhre,wild_game
linxian,fruit
pinneberg,beeswax
enniskillen,livestock
shkhancheriekhabl,millet
datong_xining,livestock
khajuraho,cotton
ahvaz,sugar
neuss,fiber_crops
guanghai,sand
waigeo,pearls
yuechi,lumber
aarhus,legumes
vijayapur,lumber
dagandely,wild_game
sinu,clay
tangyin,livestock
zile,saffron
ministik,fish
villarcayo,wheat
zacatollan,cocoa
zarand,wheat
sangamon,maize
siraya,fruit
acre,sugar
martapura,iron
nng,wild_game
shiping,legumes
scarcies,fish
hebin,wild_game
wahasah,wild_game
buriti,legumes
shad_kirman,stone
daolong,lumber
rozhalovo,sand
antsiroamandidy,livestock
tobruk,fish
busal,cotton
belaya_glina,horses
tachov,lumber
sighet,salt
xinle,livestock
landshut,millet
jinglong,millet
badau,tin
taunat,lumber
nguidjilone,wheat
siran,clay
edea,lumber
kinozhesipi,lumber
gourdon,wine
oitylo,olives
petawawa,fur
coosa,maize
has,copper
saanya,fish
caparo,livestock
poti,lumber
chan_chan,beeswax
tanwakanwakaghe,lumber
cobija,fish
malte,fish
terranova_pausania,livestock
evreux,wheat
kharkhul,millet
pecanha,lumber
mount_athos,livestock
mamterat,ivory
chipangura,livestock
dmitrov,wheat
kyyindy,maize
omaguacas,maize
andaymarca,cotton
aruppukkottai,fiber_crops
siguiri,goods_gold
bulun,wild_game
biak,fruit
khurays,sand
qianwei,tea
dibrugarh,lumber
bremen,wool
byuteydyakh,goods_gold
vukyl,fur
kauthara,fish
nzwani,fish
natinixwe,medicaments
sauipe,fish
malaya_ilesha,lumber
ajehuac_yana,lumber
phakant,gems
idanha,beeswax
nyaki_nyaki,fiber_crops
binandere,fruit
bakhtinsky,copper
chiveve,medicaments
arrah,saltpeter
jiyin,horses
gratesk,wild_game
nochpeem,maize
karaj,fruit
mountain_maidu,fur
siton,wild_game
reriu,wild_game
magyarovar,wheat
pecatonica,lead
huallumarca,copper
pelym,wild_game
ilam,sand
soo,legumes
sathyagala,millet
itapecuru,wild_game
asahan,clay
zharkhan,fur
kherla,millet
biga,sand
kume_houki,legumes
selennyakh,wild_game
gunupur,fruit
avlonya,fiber_crops
ningdu,livestock
donjek,wild_game
kutarka,fur
abiy_addi,wheat
naupa_huen,livestock
muang_mang,lumber
zhulino,livestock
chaucalana,clay
rostaq,legumes
vizianagaram,cotton
brignoles,fruit
sadovoye,livestock
ghadames,fruit
heinjoki,lumber
sayda,lead
sondeled,fish
yanovo,lumber
akilonda,wild_game
ayamaco,fruit
minsin,lumber
lianping,fur
kassongo,ivory
fofa,millet
xiangxiang,rice
madinat_alawiyyin,livestock
tas_kichu,wheat
eso,stone
kamyshnoye,wild_game
bankura,clay
gashowu,fur
jonkoping,livestock
hequ_wuding,legumes
qixian,livestock
mukutawa,lumber
kuanda,fur
jawhar,lumber
lunino,beeswax
ruanga,iron
shira,rice
most,stone
nemag,wild_game
kayeskikan,lumber
guajoquilla,wild_game
taki,pearls
ky_son,medicaments
tahkeeosteh,lumber
vielha,wool
vanch,copper
tooele,wild_game
kafsanji,clay
meli_lema,mercury
shincal,marble
ibirapuita,legumes
ovech,fiber_crops
senonches,millet
luozuoguan,fur
konstantinovsk,clay
bannoye,horses
dandong,marble
ukhaa_khudag,coal
harburg,wool
tepla,silver
yasawa,fish
bayono,wild_game
bolzano,iron
mino,lumber
longan,lumber
saarburg,fruit
e_ometaeso,wild_game
cili,rice
amarendrapura,salt
stora_tuna,lumber
daugavpils,millet
atajal,wild_game
anderson,coal
daman,fish
qumisha,livestock
krasnopillia,wheat
rashid,fish
miranda_de_ebro,livestock
orokaiva,fish
busuanga,fish
ahrweiler,wild_game
anyue,fruit
dakkar,coffee
huitzquilic,dyes
gilju,lumber
patarabueye,wild_game
kurannakh,fur
pohnpei,medicaments
andasy_merine,livestock
emyakhsin,lumber
kurki,fruit
canadaigua,legumes
ayagoz,livestock
belkhandi,dyes
kitasoo,lumber
shar_yelpuk,lumber
tecklenburg,fiber_crops
kawishiwi,lumber
wahzhazhe,fur
karuk,lumber
montmorency,dyes
shalskii,fur
huambo,livestock
pate,cotton
rotondo,alum
cape_mount,medicaments
nirgua,fruit
dulgalaax_trail,wild_game
rohtak,cotton
watauga,wild_game
rongcheng,rice
pawcatuck,legumes
villena,olives
evora,wheat
binalatongan,legumes
oleron,salt
manysai,wild_game
uolbut,lumber
sciacca,wheat
dyunkun,fur
ugolney,goods_gold
kota_rentang,fruit
gratia,wool
ganden_delingshar,livestock
mon,livestock
kolomak,millet
winnemucca,wild_game
koh_kong,sand
kubenskoye,fish
oreshek,lumber
buki,fish
ihosy,fruit
ngwane,millet
corpen_aike,legumes
djirbalgan,sugar
kanawha,wild_game
marajoara,legumes
meissen,clay
wotje_atoll,fruit
ningbian,rice
xilotlan,stone
shoindykol,salt
oshogbo,legumes
chiquia,maize
yaros,fruit
satapo,fruit
wanzhou,rice
misasa,rice
east_konongo,millet
nyurum_yegan,lumber
chawchila,fruit
karipuna,wild_game
dakawa,lumber
makalondi,legumes
itapua,lumber
jiangxian,livestock
pacahuara,beeswax
newtownards,livestock
onoto,cotton
poluwat_atoll,fish
tom,lumber
chariton,lead
abu_qasr,fruit
qingshui,wheat
shiquan,fur
magway,rice
soderkoping,fish
qingyuan_baoding,silver
mandore,iron
banda_island,cloves
ourique,wheat
baekcheon,fish
nyon,wine
bangui,lumber
gestenthorpe,salt
sangmelima,medicaments
bhalki,medicaments
demba,legumes
belcoo,livestock
tonggu_liping,sand
amora_gadal,sugar
kuivaniemi,fish
saaka,millet
thu_vat,millet
wanapum,wild_game
guamuhaya,fish
sao_carlos,maize
mere_mere,lumber
rutul,livestock
gaotai,millet
ygana,maize
whakatane,legumes
nakshaparvat,livestock
chabanais,lumber
bobr,livestock
sukadana,fish
piratinin,wild_game
uka_town,fish
bakas,fiber_crops
chuya,lumber
cemuhi,fruit
chemnitz,wool
ndrumbea,lumber
irantxe,gems
portsmouth,lumber
deventer,wheat
guayacundo,livestock
gryfow,wild_game
caransebes,marble
nishikubiki,gems
goana_para,fish
bir_al_qurr,fruit
sbiba,wheat
sipiweske,maize
kiel,livestock
tinainu,wild_game
blagodarnoye,livestock
beichlingen,millet
tanna,lumber
meppel,legumes
wigwomadensis,wild_game
porokotan,beeswax
ningxiang_shizhou,iron
kalinjar,stone
khute,livestock
suakin,fish
kibi,saffron
kongashuk,fish
tanahun,wool
watang,beeswax
baima_daming,legumes
ristiina,lumber
mueng_thung_yai,gems
cetatea_alba,fish
tuckabutche,maize
perija,livestock
atanuul,stone
khari_karoo,livestock
xiotenko,lumber
gariep,wild_game
baler,lumber
palani,beeswax
niort,fiber_crops
bhavani,livestock
uyuni,salt
gorontalo,millet
jiande,stone
hehvaitaneo,wild_game
tongling,copper
las_navas,lumber
qarahziaoddin,fruit
kampong_saom,lumber
lichtenfels,lumber
javanrud,livestock
kobirhat,fish
jiayu,clay
bayan_tumen,fiber_crops
chosan,gems
sivukutaitiarruvik,fish
tegelspit,wild_game
dehua_jiujiang,cotton
menghua,lumber
kazembe,lumber
ceepee,fiber_crops
amsterdam,livestock
akashi,fish
hiyama,fruit
mandiana,beeswax
yaqui,tobacco
guadual,lumber
kumarakapay,goods_gold
toledo,iron
ukarangma,lumber
liambye,wild_game
susques,livestock
batyrevo,lumber
madawaska,fur
mikkeli,lumber
yanyuwa,fish
kualuh,millet
ilambazar,sugar
cuautla,copper
bangban,legumes
sauveterre_de_guyenne,livestock
powassan,lumber
ni_okaska,fiber_crops
kangzuo,wild_game
lokoro,clay
chhatarpur,cotton
rawicz,wheat
sarzana,wine
constantia_bul,wine
ath,millet
sosva,lumber
gartok,livestock
nyanja,fish
bavaro,fish
thammarat,fish
vorontsovo,wild_game
stepanevka,livestock
kadiri,cotton
sellinkyla,fish
chewaucan,fur
incahuasi,potato
saryozen,livestock
stranraer,livestock
opemisca,fur
parapopeba,maize
khenifra,iron
sartang,fur
dragasani,millet
west_wembere,gems
aignay,lumber
